OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080225124803,Field Msr/Obs,Water,,2/25/2008,12:48:08,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 5.8, 5.8; Sp. Cond.: 389.2, 386.7  Organization ActivityID=NCRN_MONO_BUCK_20080225124803",,,,,,,,,STORET-785587793,,,Specific conductance,,387.95,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080225124804,Field Msr/Obs,Water,,2/25/2008,12:48:08,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 5.8, 5.8; Sp. Cond.: 389.2, 386.6  Organization ActivityID=NCRN_MONO_BUCK_20080225124804",,,,,,,,,STORET-785587799,,,Specific conductance,,387.9,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080324134602,Field Msr/Obs,Water,,3/24/2008,13:46:05,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 8.2, 8.1; Sp. Cond.: 336.5, 325.7  Organization ActivityID=NCRN_MONO_BUCK_20080324134602",,,,,,,,,STORET-785587821,,,Specific conductance,,331.1,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080324134603,Field Msr/Obs,Water,,3/24/2008,13:46:05,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 8.1, 8.1; Sp. Cond.: 326.3, 335  Organization ActivityID=NCRN_MONO_BUCK_20080324134603",,,,,,,,,STORET-785587827,,,Specific conductance,,330.65,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080324134604,Field Msr/Obs,Water,,3/24/2008,13:46:05,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 8.1, 8.1; Sp. Cond.: 325.2, 334.8  Organization ActivityID=NCRN_MONO_BUCK_20080324134604",,,,,,,,,STORET-785587833,,,Specific conductance,,330,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080324134605,Field Msr/Obs,Water,,3/24/2008,13:46:05,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 8.5, 8.6; Sp. Cond.: 321.1, 316  Organization ActivityID=NCRN_MONO_BUCK_20080324134605",,,,,,,,,STORET-785587839,,,Specific conductance,,318.55,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080424121202,Field Msr/Obs,Water,,4/24/2008,12:12:40,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 15.9, 16; Sp. Cond.: 265.5, 263.9  Organization ActivityID=NCRN_MONO_BUCK_20080424121202",,,,,,,,,STORET-785587857,,,Specific conductance,,264.7,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080424121203,Field Msr/Obs,Water,,4/24/2008,12:12:40,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 15.9, 15.9; Sp. Cond.: 264.7, 261.3  Organization ActivityID=NCRN_MONO_BUCK_20080424121203",,,,,,,,,STORET-785587863,,,Specific conductance,,263,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080424121204,Field Msr/Obs,Water,,4/24/2008,12:12:40,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 16, 16; Sp. Cond.: 266.7, 264.8  Organization ActivityID=NCRN_MONO_BUCK_20080424121204",,,,,,,,,STORET-785587869,,,Specific conductance,,265.75,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:41.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080514135302,Field Msr/Obs,Water,,5/14/2008,13:53:50,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 13.6, 13.6; Sp. Cond.: 236.9, 230.3  Organization ActivityID=NCRN_MONO_BUCK_20080514135302",,,,,,,,,STORET-785587887,,,Specific conductance,,233.6,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080514135303,Field Msr/Obs,Water,,5/14/2008,13:53:50,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,"Water Temp.: 13.6, 13.6; Sp. Cond.: 236.3, 226.9  Organization ActivityID=NCRN_MONO_BUCK_20080514135303",,,,,,,,,STORET-785587893,,,Specific conductance,,231.6,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080624123902,Field Msr/Obs,Water,,6/24/2008,12:39:19,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,320.6 316-0 319.1 313.1 319.0 314.4  Organization ActivityID=NCRN_MONO_BUCK_20080624123902,,,,,,,,,STORET-785587915,,,Specific conductance,,343.7,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080624123903,Field Msr/Obs,Water,,6/24/2008,12:39:19,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,320.6 316-0 319.1 313.1 319.0 314.4  Organization ActivityID=NCRN_MONO_BUCK_20080624123903,,,,,,,,,STORET-785587921,,,Specific conductance,,341.9,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080624123904,Field Msr/Obs,Water,,6/24/2008,12:39:19,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,320.6 316-0 319.1 313.1 319.0 314.4  Organization ActivityID=NCRN_MONO_BUCK_20080624123904,,,,,,,,,STORET-785587927,,,Specific conductance,,341.9,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080825000003,Field Msr/Obs,Water,,8/25/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20080825000003,,,,,,,,,STORET-785587970,,,Specific conductance,,378.1,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080825000004,Field Msr/Obs,Water,,8/25/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20080825000004,,,,,,,,,STORET-785587977,,,Specific conductance,,376.1,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080825000005,Field Msr/Obs,Water,,8/25/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20080825000005,,,,,,,,,STORET-785587984,,,Specific conductance,,377.6,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:42.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080922000003,Field Msr/Obs,Water,,9/22/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20080922000003,,,,,,,,,STORET-785588009,,,Specific conductance,,385.2,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080922000004,Field Msr/Obs,Water,,9/22/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20080922000004,,,,,,,,,STORET-785588016,,,Specific conductance,,384.8,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20080922000005,Field Msr/Obs,Water,,9/22/2008,,,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20080922000005,,,,,,,,,STORET-785588023,,,Specific conductance,,384.6,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20081021093703,Field Msr/Obs,Water,,10/21/2008,9:37:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20081021093703,,,,,,,,,STORET-785588048,,,Specific conductance,,338.8,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20081021093704,Field Msr/Obs,Water,,10/21/2008,9:37:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20081021093704,,,,,,,,,STORET-785588055,,,Specific conductance,,337.7,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20081021093705,Field Msr/Obs,Water,,10/21/2008,9:37:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20081021093705,,,,,,,,,STORET-785588062,,,Specific conductance,,337.5,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20081118092703,Field Msr/Obs,Water,,11/18/2008,9:27:07,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20081118092703,,,,,,,,,STORET-785588087,,,Specific conductance,,334.9,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20081118092704,Field Msr/Obs,Water,,11/18/2008,9:27:07,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20081118092704,,,,,,,,,STORET-785588094,,,Specific conductance,,340,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20081118092705,Field Msr/Obs,Water,,11/18/2008,9:27:07,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20081118092705,,,,,,,,,STORET-785588101,,,Specific conductance,,339,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20081118092706,Field Msr/Obs,Water,,11/18/2008,9:27:07,EST,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20081118092706,,,,,,,,,STORET-785588108,,,Specific conductance,,339.5,uS/cm,,Final,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,NCRN_MUPR,11NPSWRD_WQX,YSI 85,,,,,,,,,,,01:43.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090610093102,Field Msr/Obs,Water,,6/10/2009,9:31:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090610093102,,,,,,,,,STORET-785588186,,,Specific conductance,Total,295.1,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:44.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090610093103,Field Msr/Obs,Water,,6/10/2009,9:31:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090610093103,,,,,,,,,STORET-785588193,,,Specific conductance,Total,295.7,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:44.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090610093104,Field Msr/Obs,Water,,6/10/2009,9:31:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090610093104,,,,,,,,,STORET-785588200,,,Specific conductance,Total,295.3,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:44.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090610093105,Field Msr/Obs,Water,,6/10/2009,9:31:35,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090610093105,,,,,,,,,STORET-785588207,,,Specific conductance,Total,297.1,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:44.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090707093602,Field Msr/Obs,Water,,7/7/2009,9:36:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090707093602,,,,,,,,,STORET-785588227,,,Specific conductance,Total,313,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:45.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090707093603,Field Msr/Obs,Water,,7/7/2009,9:36:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090707093603,,,,,,,,,STORET-785588234,,,Specific conductance,Total,331.1,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:45.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090707093604,Field Msr/Obs,Water,,7/7/2009,9:36:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090707093604,,,,,,,,,STORET-785588241,,,Specific conductance,Total,339.5,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:45.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090721085103,Field Msr/Obs,Water,,7/21/2009,8:51:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090721085103,,,,,,,,,STORET-785588263,,,Specific conductance,Total,368,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:45.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090721085104,Field Msr/Obs,Water,,7/21/2009,8:51:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090721085104,,,,,,,,,STORET-785588270,,,Specific conductance,Total,367.9,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:45.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090721085105,Field Msr/Obs,Water,,7/21/2009,8:51:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090721085105,,,,,,,,,STORET-785588277,,,Specific conductance,Total,368.2,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:45.0,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_MONO_BUCK_20090721085106,Field Msr/Obs,Water,,7/21/2009,8:51:45,EDT,,,,,,,,,,,,NCRNWQ01,NCRN Perennial Nontidal Stream Chemistry Monitoring,,11NPSWRD_WQX-NCRN_MONO_BUCK,Bush Creek,Organization ActivityID=NCRN_MONO_BUCK_20090721085106,,,,,,,,,STORET-785588284,,,Specific conductance,Total,368.8,uS/cm,,Final,,Actual,,,,,,,,,,,,,,,,,,,,NCRN_COREWATER_PP,11NPSWRD_WQX,NCRN Core Water Parameters - YSI ProPlus,,,,,,,,,,,01:45.0,STORET
